word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
inbrünstig,unwillig,1,1,1,7,0.7,0.2727272727272727,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
infrarotstrahlung,ultraviolett,1,1,1,14,0.8235294117647058,0.5,5,True,True,both,"(0.8,1.0]","(0.4,0.6]",3-5
inspektion,kontrolle,0,1,0,10,1.0,0.5,1,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",1
irrationalismus,rationalismus,1,1,0,2,0.13333333333333333,1.0,2,True,False,bert_only,"(0,0.2]","(0.8,1.0]",2
ische,matratze,0,0,0,7,0.875,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
islamisch,unislamisch,1,1,1,2,0.18181818181818182,0.7777777777777778,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
jemand,keiner,1,1,1,5,0.8333333333333334,0.2222222222222222,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
jungfer,zimperliese,0,0,0,10,0.9090909090909091,0.15384615384615385,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
keifen,loben,1,0,0,4,0.6666666666666666,0.25,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
kein,nullkommajosef,0,0,0,13,0.9285714285714286,0.25,10,True,True,both,"(0.8,1.0]","(0.2,0.4]",6+
kerbholz,zählstab,0,0,0,8,1.0,0.3333333333333333,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
kinn,kinnbacken,0,0,0,6,0.6,0.42857142857142855,6,True,True,both,"(0.4,0.6]","(0.4,0.6]",6+
kirschbaum,kirsche,0,0,0,4,0.4,0.5454545454545454,3,True,True,both,"(0.2,0.4]","(0.4,0.6]",3-5
klarlegen,verdeutlichen,0,1,0,10,0.7692307692307693,0.2857142857142857,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
knack,knacks,0,0,0,1,0.16666666666666666,0.8,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
knorke,schnafte,0,0,0,6,0.75,0.18181818181818182,2,True,True,both,"(0.6,0.8]","(0,0.2]",2
kohlrübe,rübe,0,0,0,4,0.5,0.5,4,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
koitus,liebe,0,0,0,5,0.8333333333333334,0.1111111111111111,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
kompagnon,teilhaber,0,0,0,9,1.0,0.07142857142857142,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
kostengünstig,kostspielig,1,1,0,7,0.5384615384615384,0.6363636363636364,2,True,False,bert_only,"(0.4,0.6]","(0.6,0.8]",2
krank,quietschfidel,1,0,0,13,1.0,0.0,8,False,False,neither,"(0.8,1.0]",0,6+
kriminalbeamter,kriminaler,0,0,0,5,0.3333333333333333,0.8,5,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
kugelrund,spindeldürr,1,0,0,9,0.8181818181818182,0.4166666666666667,2,False,False,neither,"(0.8,1.0]","(0.4,0.6]",2
kurzzeichen,langzeichen,1,1,0,4,0.36363636363636365,0.5,0,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",0
kühnheit,wankelmut,1,0,1,7,0.7777777777777778,0.3333333333333333,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
kürbis,rübe,0,1,0,4,0.6666666666666666,0.42857142857142855,2,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",2
landläufig,normal,0,1,1,9,0.9,0.25,4,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
lehren,lernen,1,1,1,2,0.3333333333333333,0.8,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
lehrer,tutor,0,0,0,5,0.8333333333333334,0.14285714285714285,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
leibwächterin,personenschützerin,0,0,0,10,0.5555555555555556,0.4375,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
liebessold,minnesold,0,0,0,4,0.4,0.6666666666666666,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
locker,verkrampft,1,0,0,9,0.9,0.25,4,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
logisch,unlogisch,1,1,1,2,0.2222222222222222,0.7777777777777778,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
lotto,lottospiel,0,0,0,5,0.5,0.42857142857142855,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
lullen,pinkeln,0,0,0,5,0.7142857142857143,0.42857142857142855,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
lüftung,ventilation,0,0,0,10,0.9090909090909091,0.25,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
makrokosmos,weltall,0,0,0,11,1.0,0.1,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
maliziös,nett,1,0,1,8,1.0,0.0,4,False,True,dual_only,"(0.8,1.0]",0,3-5
marktwirtschaft,planwirtschaft,1,0,0,5,0.3333333333333333,0.6428571428571429,1,False,False,neither,"(0.2,0.4]","(0.6,0.8]",1
meiose,mitose,1,0,0,2,0.3333333333333333,0.8333333333333334,0,False,False,neither,"(0.2,0.4]","(0.8,1.0]",0
menschenunwürdig,menschenwürdig,1,1,1,2,0.125,0.9230769230769231,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
moralisch,sittlich,0,1,1,5,0.5555555555555556,0.5,1,False,False,neither,"(0.4,0.6]","(0.4,0.6]",1
morgen,ostwärts,0,1,1,8,1.0,0.2,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
myeloid,myeloisch,0,1,1,3,0.3333333333333333,0.6,2,False,False,neither,"(0.2,0.4]","(0.4,0.6]",2
möbliert,unmöbliert,1,1,1,2,0.2,0.8,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
möglichkeit,unmöglichkeit,1,1,1,2,0.15384615384615385,0.8333333333333334,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
mütterlicherseits,väterlicherseits,1,1,1,3,0.17647058823529413,0.6666666666666666,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
nachsehen,schenken,0,1,1,5,0.5555555555555556,0.7142857142857143,1,False,False,neither,"(0.4,0.6]","(0.6,0.8]",1
nasensekret,rotz,0,0,0,10,0.9090909090909091,0.2222222222222222,7,True,True,both,"(0.8,1.0]","(0.2,0.4]",6+
nastuch,taschentuch,0,0,0,5,0.45454545454545453,0.875,4,True,True,both,"(0.4,0.6]","(0.8,1.0]",3-5
natriumoxydhydrat,ätzsoda,0,0,0,13,0.7647058823529411,0.26666666666666666,10,True,True,both,"(0.6,0.8]","(0.2,0.4]",6+
natürlich,unnatürlich,1,1,1,2,0.18181818181818182,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
neoplasie,neoplasma,0,0,0,2,0.2222222222222222,0.7777777777777778,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
neutralvokal,zentralvokal,0,0,1,2,0.16666666666666666,0.8181818181818182,0,True,False,bert_only,"(0,0.2]","(0.8,1.0]",0
niemals,zeitweise,1,1,1,7,0.7777777777777778,0.3,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
nirgends,nirgendwo,0,1,1,2,0.2222222222222222,0.6666666666666666,1,False,False,neither,"(0.2,0.4]","(0.6,0.8]",1
nominale,nominalgruppe,0,0,1,5,0.38461538461538464,0.6363636363636364,5,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",3-5
nüchtern,postprandial,1,0,1,10,0.8333333333333334,0.21428571428571427,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
orthoepie,orthophonie,0,0,0,4,0.36363636363636365,0.875,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
oxidationsflamme,reduktionsflamme,1,0,0,5,0.3125,0.7333333333333333,0,False,False,neither,"(0.2,0.4]","(0.6,0.8]",0
pfusch,schlamperei,0,0,0,11,1.0,0.3333333333333333,5,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
pirsch,treibjagd,1,0,0,8,0.8888888888888888,0.15384615384615385,3,False,False,neither,"(0.8,1.0]","(0,0.2]",3-5
plebs,proletarier,0,1,0,8,0.7272727272727273,0.3,6,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",6+
popo,pöter,0,1,0,4,0.8,0.16666666666666666,1,False,True,dual_only,"(0.6,0.8]","(0,0.2]",1
postludium,präludium,1,1,1,3,0.3,0.5454545454545454,1,True,True,both,"(0.2,0.4]","(0.4,0.6]",1
postnatal,pränatal,1,0,1,3,0.3333333333333333,0.5555555555555556,1,False,True,dual_only,"(0.2,0.4]","(0.4,0.6]",1
power,trennschärfe,0,0,0,11,0.9166666666666666,0.16666666666666666,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
prachtvoll,prunkvoll,0,0,0,4,0.4,0.4166666666666667,1,True,True,both,"(0.2,0.4]","(0.4,0.6]",1
praktisch,theoretisch,1,0,1,6,0.5454545454545454,0.5454545454545454,2,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",2
praxisfremd,praxisnah,1,0,1,5,0.45454545454545453,0.5,2,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",2
praxis,theorie,1,0,0,6,0.8571428571428571,0.2,1,False,False,neither,"(0.8,1.0]","(0,0.2]",1
prüddel,prüll,0,1,0,3,0.42857142857142855,0.6666666666666666,2,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",2
punker,punkrocker,0,0,0,4,0.4,0.75,4,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
ramme,schaf,0,0,0,5,1.0,0.125,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
raucherzähne,xanthodontie,0,0,0,9,0.75,0.2857142857142857,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
rege,schlapp,1,0,1,7,1.0,0.0,3,False,True,dual_only,"(0.8,1.0]",0,3-5
rheinabwärts,rheinaufwärts,1,1,1,2,0.15384615384615385,0.7692307692307693,1,True,True,both,"(0,0.2]","(0.6,0.8]",1
risikoavers,vorsichtig,0,0,1,10,0.9090909090909091,0.4166666666666667,1,True,False,bert_only,"(0.8,1.0]","(0.4,0.6]",1
sarkophag,totenlade,0,0,0,9,1.0,0.15384615384615385,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
scharf,stumpf,1,0,1,4,0.6666666666666666,0.2,0,False,True,dual_only,"(0.6,0.8]","(0,0.2]",0
schnurstracks,stracks,0,0,0,6,0.46153846153846156,0.6666666666666666,6,True,True,both,"(0.4,0.6]","(0.6,0.8]",6+
sechserpack,sixpack,0,0,0,6,0.5454545454545454,0.5,4,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
sinnloserweise,sinnvollerweise,1,1,1,3,0.2,0.8888888888888888,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
sintemalen,zumal,0,0,1,7,0.7,0.3,5,True,False,bert_only,"(0.6,0.8]","(0.2,0.4]",3-5
sportlich,unsportlich,1,1,1,2,0.18181818181818182,0.8181818181818182,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
suppenterrine,terrine,0,0,0,6,0.46153846153846156,0.625,6,True,True,both,"(0.4,0.6]","(0.6,0.8]",6+
tochterfirma,tochterunternehmen,0,0,0,9,0.5,0.5833333333333334,6,True,True,both,"(0.4,0.6]","(0.4,0.6]",6+
trennen,vermischen,1,0,0,7,0.7,0.3,3,False,False,neither,"(0.6,0.8]","(0.2,0.4]",3-5
ultrarotstrahlung,ultraviolett,1,1,1,11,0.6470588235294118,0.46153846153846156,5,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
unbehagen,wohlbehagen,1,0,0,4,0.36363636363636365,0.6,2,False,False,neither,"(0.2,0.4]","(0.4,0.6]",2
ungewöhnlicherweise,üblicherweise,1,1,1,8,0.42105263157894735,0.5714285714285714,6,True,True,both,"(0.4,0.6]","(0.4,0.6]",6+
ungleich,verschieden,0,1,1,10,0.9090909090909091,0.4166666666666667,3,False,False,neither,"(0.8,1.0]","(0.4,0.6]",3-5
unverbindlichsten,verbindlichsten,1,1,1,2,0.11764705882352941,0.9230769230769231,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
unzulässigerweise,zulässigerweise,1,1,1,2,0.11764705882352941,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
unüblicherweise,üblicherweise,1,1,1,2,0.13333333333333333,0.8333333333333334,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
verstreuen,zerstreuen,0,0,1,1,0.1,0.75,0,True,False,bert_only,"(0,0.2]","(0.6,0.8]",0
verwegenheit,verzagtheit,1,1,1,4,0.3333333333333333,0.6363636363636364,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
wartung,überprüfung,0,0,0,7,0.6363636363636364,0.3333333333333333,4,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
weisse,weizen,0,1,1,3,0.5,0.5,0,False,False,neither,"(0.4,0.6]","(0.4,0.6]",0
zustandlos,zustandsorientiert,1,1,0,10,0.5555555555555556,0.6666666666666666,8,True,False,bert_only,"(0.4,0.6]","(0.6,0.8]",6+
zweckoptimismus,zweckpessimismus,1,1,0,4,0.25,0.8333333333333334,1,True,False,bert_only,"(0.2,0.4]","(0.8,1.0]",1
